text,label
This is some sick stuff We have a candidate that is proabortion prolgtbq and is using baby killing as a political tool to get more votes These conservative christian clowns consider it our moral duty to vote for him Idol worship is still alive and well,Hate
Traitors fake Christians and fake patriots vote for Donald Trump,Hate
Latinas Latinos TRUMP Sorry socialist Real Latinas dont fuck with that only your LATINX liberals,Hate
You need an ID to drive a car to drink alcohol to buy a gun but not to vote in any form of election And you really think the Biden admin are just sending illegals to swing states for no reason,Hate
Kamala Harris has caused so much pain and suffering to women by having biological men play and take over their sports and locker rooms and her open borders,Hate
He called anyone with Kamala scum and garbage in his rally in Mosinee Wisconsin and everyone ignored it but oh dear Persecute Biden Double standard much,Offensive
Prices are still too highKamala Harris,Offensive
Youre telling me that Biden called me a steadfast Trump supporter garbage Well I guess I wont be voting for Kamala Harris then Ha Take that liberals,Offensive
Shame on the NGOs and the leftist like Soros who fund this manufactured crisis Shame on Alejandro Mayorkas for his treasonous border mismanagement And Shame on the Biden Harris administration for being spineless tools Jocelyn should be here today,Offensive
WellMAGA Fox News was worse Lying to its viewers intentionally Paid Million to settle a lawsuit MAGA keeps talking about what ifs but we have a Conservative news organization thats done worse,Offensive
Video Kamala Harris with yet another accent making fun of southern preachers now,Offensive
Is anyone really surprised that The United States of Americas enemies support Kamala Harris,Offensive
It is truly heartbreaking some of the people they are now getting it they were just pawns in a game of politics for Harris and others Biden says he is going to send the Haitians from last election backtoo bad no nothingmany of those in NYC will vote and be deported,Offensive
In Biden was campaigning from his basement,Offensive
Biden is not the Master in chief head of state he once was Covid has disabled him by a visible amount and the likeliness that Harris has taken over was all but assured when he stepped down for the candidacy She is culpable for this genocide,Offensive
if it was a Kamala hat bosa would be the darling of the media get tf outta here with this BS censorship in America is alive and real under the BidenHarris administration,Offensive
Anonymous threats And they wonder why Biden called them GARBAGE THIS IS WHY I guess its a good thing I dont live in San Diego Because Id DAMN WELL prove them wrong WEAK PATHETIC LITTLE LOSERS Thats ALL they will EVER BE,Offensive
This seems inevitable Trump Mass Deportation is just a wider rebranding of the Muslim Ban,Offensive
Well Donald Trump HAS NEVER DRANK ALCOHOL so that shows strength and discipline I dont want a drunk President like Kamala Maybe thats why she talks in riddles,Offensive
BS What nationality are the people in this country illegally let in by BidenHarris and Mayorkas committing murder rape and extortion You should be able to figure it out Simon Sounds like the facts to me,Offensive
There should be a new world record attempt for the largest gathering of people pointing at and laughing at Donald Trump when he loses,Offensive
Look warmongers that are owned by the military industrial complex support Kamala Harris Is a super weird flex Jon,Offensive
You know what is strange to me that Donald Trump was a muched loved individual before before he ran for office He used to be a democratic representative back then in those days But even since he switched and ran for office now everyone hates the guy hahaha Clownworld,Offensive
Thank BidenHarris,Offensive
Big Tech Brainwashing Wikipedia Works Overtime to Label Donald Trump a Fascist,Offensive
We are in the end of America right now And what a sick corrupt Family Joe Biden Family is,Offensive
Omg I just learned what the Panda means And that sick prick Joe Biden came openly walking out with one and a huge smile on his face WTF These sick people will face judgement and that judgement will be HARSH,Offensive
Hey youre gonna do days of coverage on this word salad right YOU know Just like you did on Bidens debate performance Except that was weeks Im betting youll ignore this Again,Offensive
Was it the same sandbag that took out Biden,Offensive
BREAKING In a incredible moment Kamala Harris takes a shit What an incredible display of unity for America it goes to show her ability to really be on level with the American people,Offensive
Can you imagine the US spent million doll hairs to build an aid pier whiles telling the world Israel wasnt blocking aid Now they can only provide for the people of NC whove lost absolutely everything Biden and Harris are cooked and I dont even like Trump,Offensive
Hillary just said that Donald Trump was a danger to Americans I want to tell her the only danger to us is her and all of the democrats and the only reason they hate President Trump is because they know he is going to to expose all of them and prosecute them Praise the Lord,Offensive
Kamala Harris Trump is a threat to democracy Trump is unhinged Trump is Hitler Also Kopycat Kamala,Offensive
For people with TRUMPNESIA worst things about Donald Trump Garbage,Offensive
Im honored to see Elon Musk with Donald Trump saving America from the most disgusting catastrophic economy and bankruptcy economy collapsed right now Democrats using America taxpayers money Vin FCK Ukraine and Israel war America looks like Haiti country,Offensive
The real dead Joe Biden Cant compare the one to the any Bidens,Offensive
Donald Trump the Garbage Man,Offensive
The Traumatized Representatives of Fox News at the comments of BidenNever make an attempt to whitewash the character of Donald Trump,Offensive
She wasnt VP for all Americans BidenHarris was the most divisive administration in history,Offensive
Were moving from the shit house with Biden and Kamala to the White House with Trumpits time to rock n roll Heres to strong policies that help the American people thrive Lets get ready to make America great again,Offensive
According to RFK everybody in the world is a liar Him and Donald Trump are the only two sane people Hahaha RFKs family has come out and said he is a psychopath do not vote for him Hahaha Some of Trumps family has come out and said hes a psychopath do not vote for him,Offensive
make me waste my day here speaking to people in New Mexico Not a time for stupid Jokes Biden blew it with garbage so did the idiot comic at MSG The left is waiting for YOU and your street sense of humor to POUNCE This is no time to be a,Offensive
You are a fucking idiot have you watched Biden over the last four years You have a lot of fucking nerve Pull your head out of your ass Ron,Offensive
Elon Musk is the biggest simp for Donald Trump,Offensive
The apostrophe implies ownership so it would literally mean that the only garbage Biden sees is the garbage owned by Trump supporters which is ludicrous because garbage in this context is metaphorical there is no physical garbage to see Worst save ever,Offensive
PLEASE DEMAND AN OPEN ELECTION OF THE SENATE GOP LEADER NO MORE BACK ROOM DEALS THAT PUT RINOS IN POWER NO NEED FOF ME TO SEND THIS SAME REQUEST TO THE OTHER NC US SENATOR TILLIS ONE OF THOSE CORRUPT RINOS,Offensive
What is HILARIOUS is MAGA dont know what all Howard Stern listeners knew for decadesTrump was a WACK PACKER They laughed at his disgusting behaviour We all now realise as Howard does hes a filthy lunatic,Offensive
Kamala and Walz are continuing their lying frenzy projecting every evil that the condone onto Donald Trump the reality is that THEY are guilty of EVERYTHING they accuse Trump of doing VOTE TRUMP FOR TRUTH,Offensive
Rubbish Biden killed the border bill,Offensive
Not impressed Check the stats of his school in Ohio It underperforms just like Kamala Harris,Offensive
Puerto Ricans where you are housed Dont fall for the oka dole Dont get played by the GOP they dont respect you care about you GOP just wants your voice,Offensive
AMERICA TRULY CANT AFFORD ANYMORE LIEING KAMALA HARRIS AND ADMINISTRATION AND THATS JUST TRULY A FACT,Offensive
The same way they were gonna Impeach Biden right Howd that work out and it was legit you dont change a law without them dont use talking points lie or try to mislead me or Im gonna catch it Mark,Offensive
Dont even get them started about trans pornalthough I hear some GOP leaders like Mark Robinson are into that,Offensive
heard your take on Bidens garbage remark and I think of the person whose spot you took at whatever college you went to Absolute IDIOCY You SHOULD be ashamed but I know youre not Apostrophe my ass,Offensive
Zero Troops Too Isreal Send the War Monger Biden to fight with Gaza and Iran,Offensive
I agree with Mary TrumpDonald Trumps increasing lack of empathy will drive him to even greater and more depraved depths of cruelty as he continues to deteriorate psychologically,Offensive
I was born in Puerto Rico I love Tony Hincheliffe comedy act it did not offended me at all These people on the left the politics Democrats are just sick people This is true showing the world that the Biden and Kamala administration have abandon Puerto Rico,Offensive
Where the fuk is Bidens medical records,Offensive
TS FINALLY HAPPENING WE THE PEOPLE HAVE HAD ENOUGH FEDERAL CLASSACTION LAWSUIT FILED AGAINST JOSEPH BIDEN KAMALA HARRISPFIZERMODERNA THIS IS MASSIVE THE LAWSUIT DEMANDS AN END TO COVID VACCINES CHEMTRAILS G TECH Amen God Bless Us All,Offensive
While presiding over the US Senate as VP Kamala has cast the most tiebreaking votes in history These votes are not just politically polarizing but show how damaging a Kamala Harris White House would be Its all her fault,Offensive
More racial attacks have occured since Biden took office Look at the Tyre Murder case They are intentionally letting them off and charging them with lesser crimes They are trying to use that case to revert back to normal Why blacks entertain either,Offensive
Bezos is a MAGA Trash Circus Clown,Offensive
The dishonesty of these ObamaBidenHarris dems appears to be unlimited,Offensive
Biden called Twumps base garbage similar to Hillarys brilliant campaign strategy of calling them deplorables whatever DNC mindfuckers come up with Twump turns it into gold for his own campaign,Offensive
The way biden admin opposes Israel is a painful reminder how biden admin opposes Ukraine Means words and acts may differ but the sabotaging mentality from biden admin is still here,Offensive
I was going to vote for Kamala but after I saw that Biden called half the country garbage I just voted for trump,Offensive
Hell they barely even survived into this election If Biden never ran for reelection hed be getting CRUSHED rn,Offensive
Wait so it matters for Trump but not Biden The party of hypocrisy indeed,Offensive
Bet hes a leftist Biden Kumalot Harris Tampon Tim Waltz Palestinian Ukraine war supporter,Offensive
BidenHarris did not remove the tariffs lol More people died from Covid under BidenHarris Liberals did lockdowns We got inflation from the inflation reduction act that Harris was the deciding vote on The feds printed more money to pay for it Obama Give me a break,Offensive
Going to say it now for the record Got a feeling that the day after she loses Harris moves to get Biden removed That way she sneaks onto the historical presidential list and gets her revenge for Biden kneecapping her over and over The books from this administration though,Offensive
Donald Trump is too insecure to women,Offensive
Shes Just A Copy Of Him via is JUST LIKE and they STEAL from other speakers Kamala is so bad she REPEATS CONTINUALLY Bidens old speeches Time for a leader who can THINK and SPEAK all on his own,Offensive
Biden is such a tool He brags about spending billions we cannot afford as he and Harris rack up record deficits His veiled threats against Trump are inappropriate and comical DT would repel him like a annoying mosquito,Offensive
No Biden called all his supporters including me garbage last night,Offensive
Shes running against herself Lol but she cant get away from herself fast enough Remember her polling was so bad going into this year that they were trying to figure out a way to get her off Bidens ticket,Offensive
Imagine Kamala Harris and Biden telling Americans trash,Offensive
Biden did the same thing he had classified documents in his garage,Offensive
This is the sticky wicket that prevents the left from removing Biden health issue tomorrow and advancing Kamala one more step Or maybe it makes sense to make that move and install someone other than her to muck up the machine In either case you remain nabob exceptional,Offensive
Abortion wont keep this country safe Harris isnt competent to be President She was a terrible VP Seems that was the story the media reported until Biden was tossed Now she walks on water Harris wont move the country forward She will only cater to the progressive agenda,Offensive
Completely treasonous that the KalamityBiden Administration sided with Iran to preclude our military folks injured in Irans attack from even being able to sue Iran for Compensation WTH,Offensive
America our country is being destroyed by BidenHarris and Cabinet They should all be fired,Offensive
I cant help but wonder if Biden was purposely calling us garbage in order to sabotage Kamala We all know those comments will hurt her as more people will go vote that wasnt going to vote,Offensive
Kamala Harris already lying in the first few minutes Whos doing chaos and division,Offensive
Trump has properties like Maralago and golf courses in Florida I havent seen him offering free camping etc for MAGA and their animalslivestock if they face hardship duringafter the hurricane You guys should hit him up,Offensive
most corrupt people this country has ever seen and you want to vote for them voting yourself into socialism Read Biden administration says Virginia can remove noncitizens from voter rolls after election Washington Times on SmartNews,Offensive
Ron DeSantis is a fine Governor and a straight shooter Kamala tried to make him look bad and failed miserably,Offensive
I messed up with the clip of Mark Cuban I didnt mean to leave in the part of Joe Biden calling Trump supporters garbage But it fits All of Kamalas surrogates are coming out with some of the most divisive rhetoric Ive heard for a while now Its deplorable,Offensive
President Biden is intentionally sabotaging the Harris campaign Change my mind,Offensive
Biden and Harris allowed and encouraged the Ukraine war during their term,Offensive
Damn you MAGA AF You single tho,Offensive
I still think theyll have a medical emergency and end Biden before next Tuesday and they make her president They are desperate,Offensive
After he Minutes interview I would say she is clueless Even heard Biden hates her I would be too if someone like her snubbed me too Lets bring it home Don,Offensive
Were you this concerned when Biden kept falling over those steps to board his plane Or when he couldnt put a cohesive sentence together,Offensive
whats the reverse of TDS where you pretend to do Biden demetia memes over text,Offensive
Biden economy is so bad everyone needs two jobs MacDonalds guy and now garbage picker,Offensive
Flailing policies around for votes GOP SUCKS at governing and economics,Offensive
Yep and Biden had an apostrophe in supporters We heard what you said moron,Offensive
Biden thinks Im garbage Mark Cuban thinks Im weak and dumb All because I am a woman who supports Trump Both could never survive the shit Ive been thru in life Think of me as you will even if it means youre wrong about me,Offensive
