text,label
Holden Bloodfeasts next of kin also endorses Kamala Harris as she prepares to draft American kids to fight and perish in wars for Israel and Ukraine,2
He gave us his word as a Biden He said Trump supporters are garbage,2
OMG Biden fell off a bike bet you were OK with that Plus this video is so obviously edited to make it look worse than it is Biden cant even stand up straight and you arent demanding he leave,1
Great watching President Trump Sam Brown and the Hispanic Roundtable make the case for a return to the Trump economy after the disaster of BidenHarris,1
Literally the most popular living politician and likely the most successful of most living peoples lifetimes Though Biden may actually come close when all is said and done,1
We all know what our President Joe Biden Meant We love President Joe Biden The Maga Russia paid traitors spread their filth and should be arrested for treason Their terrorism at the voting cites are actionable,0
Would you rather go on a date with Kamala Harris or spend a night fishing with kier starmer or take a bullet to the knee,2
I vote for the justices I vote for the best Kamala Harris,1
JD Vance amp Joe Rogan JD Vance Wants To Hangout With Hunter Biden,1
No Im still not voting for Kamala Harris Im Black and Ive seen that comedian before he has not changed I have not liked all of his jokes but the election of the President is not about Jokes its about reversing Bidens immigration and foreign policy,1
Yep I think people are still very naive in believing that both sides are part of the System And the Republicans are but the MAGA takeover is not Like Cenk Uyugur for example hes kidding himself Recent post he made,1
LePropaganda at it You just mad Donald Trump said hes not a fan of you on Joe Rogan,2
Al Jazeera English US support for Israel President Biden under increasing pressure via One year of Israels war on Gaza and the US remains Israels biggest ally and largest supplier of arm,1
Kamala Harris Should Do Joe Rogans Podcast Want to win future presidential elections Time to bro out PhotoIllustration Vulture Photos PowerfulJRE via YouTube Deep into Donald Trumps,1
DonOld and Maga are racists,2
Imagine destroying your brand this thoroughly to promote Kamala Harris as a candidate,2
Us elections are not real lol,1
Amazing President Donald Trump,1
You guys are a bunch of s Biden and Harris are incapable of ending the war in Gaza If you want peace then Trump is the man for the job,2
Former President Donald Trumps lawyers filed a suit today in Amarillo federal court claiming CBS Broadcasting and CBS Interactive are siding with Vice President Kamala Harris in this years election,1
I think the movement is more north and west Here in south it feels similar Just more enthusiasm for Harris than there was for Biden,1
Trump Youre crying because youre emotional and Democrats know that Thats how they manipulate you,2
BREAKING Actor Will Smith described support for President Donald Trump as collective insanity Whats your message to Will Smith,1
Breaking Crooked Joe has endorsed Donald J Trump,2
I would be to seeing Biden stab his country in the back,2
Cant say how much I love this man and everything hes done for the country He sweats honor and dignity every day Remember he didnt run in because he had grief to work through that he wouldnt be able to do a good job and look what we got God thanks for Biden,1
If Harris wins the popular amp electoral college amp trump tries this shit of not having electors certified amp trying to get the election thrown to the House Biden amp Harris need to be fucking brutal Like arrest congressmen for treason make Harris pres on last day amp not go brutal,2
Top Bullish Sentiment Cryptos CROWD PG SOL FINE Top Bullish Cryptos MP NEIRO XRP MAGA Check out sentiment and other crypto stats at,1
I knew Biden ate children,2
These disgusting Blue MAGA cultists might as well be chanting GenOCide,2
What First I learned that Donald Trump was not really a McDonalds employee and now youre saying that hes not a trash collector Thats too much for me Im voting for Kamala Harris There,2
Kamala Harris appeared on The View The Howard Stern Show and The Late Show With Stephen Colbert Here are the highlights,1
Oh Im sorry wasnt President Trump the first with boots on the groundwith plenty of help Hes not even Presidentand had no obligation to show upbut he did because thats what leaders do Go back to sleep Joeand take Scamala with youits over Trump for all Americans,2
When did VP Harris say shell do nothing different from Pres Biden Did you dream about it,2
Appeal Dear MAGA patriots who havent voted yet All of you who voted for Trump will have the destruction of America on your conscience They knew he was lying They knew he was cheating They knew he was a dictator They knew about Project They are responsible for a,2
We the people are voting for Trump so he can lock up all the corrupt politicians round up all the pedophiles from our schools deport all the criminal scum that came to America illegally MAGA,2
Thank you for being a respectable JOURNALISTyou asked kamala Harris basic questions and she FAILED again Thank you,1
Clinton Obama amp celebrities campaigning for Harris must make Biden feel all warm amp tingly,1
Biden said that the response in Gaza was over the top yet he allowed Congress to go ahead and authorize billion dollar aid package to Israel billion of it going to Israeli as military aid On top of that his administration has just approved more aid to Israel,2
November th were gonna MAKE AMERICA GREAT AGAIN,1
Harris supporters are so dumb they dont realize this is a joke That said Duh we just hope Biden pissed off enough would be Trump voters to get off their ass amp vote,2
Who voted for Harris Stop repeating what you have heard Did you vote for her What did you know about her until Biden dropped out and the media said she is it Not the people,2
Biden did the same thing he had classified documents in his garage,2
Not everyone agrees with you It was a joke by a comedian not Donald Trump,1
My definition of disaster is different than yours Kamala Harris in general Disaster Vances three hours on Rogan Highly entertaining,2
Where has Biden and Harris been sending money the last years To foreign aid and to fund foreign wars,2
you can be sure that if a conservative had been interviewed that MSM outlet would have edited to be as negative as possible that is why conservatives have taken to releasing their unedited interviews independent of the MSM corporate release,1
How about this You live in a different reality that is based solely on what Donald Trump and his enablers tell you to think You believe it all without a second thought Someday you might realize this but I really have my doubts youll get there hope you prove me wrong,2
He didnt assist it Blue governors held their shelter and mask mandates until he took office then lifted them The private sector recovered the economy All biden did was spend more devalue the dollar and worsen inflation,2
Im following all MAGA PATRIOTS,1
Oooh The GOP are fighting among themselves Shocking that abusive and toxic behaviour amp language would be in this work environment was Boebert out of town,2
They literally announced him as a Conservative comedian when they announced the line up,1
Oddly enough I voted for Biden I am also older than you think The left has lost it sht You know how I know that I watched the whole damn thing,2
This is so funny Donald Trump driving his supporters around Im just the little garbage stain on the bumper,2
Check out the video clip where Kamala Harris says young people are stupid Its time our young leaders to show Kamala Harris that they are smart by sending her home on November,2
DIDDLER ON VIDEO planning to stir up a RACE WAR if TRUMP WINS,2
Kamala Harris has known Madison since she was a child growing up on the citys west side Her parents taught and did research at UWMadison She returns tonight as a surging presidential candidateto the cheers of K supporters and a fresh endorsement,1
Ughhh ask Ron DeSantis Was this a serious question,1
Brian do you enjoy mostly going low and slow around serial tax cheat and adjudicated rapist Donald Trumps gaping sweaty orange sphincter or do you typically opt for a more frenzied approach during anilingus sessions Seeking GOP caucus consensus on this important topic,0
You cant let them all in as your new replacement for the Black American voting block if you dont make it legal for them to vote The jokes on them however as most many Latinos Mexicans and Hatians are by nature more conservative Im not convinced the plan is gonna work,2
GET READY AMERICA BIDEN HARRISWALZ Kamala will spew PURE HONEY From both sides of its LYING MOUTH HOW SHE GOING TO FIGHT TO KILL BABES PLUS EVERYTHING SHE THINKS YOU WANT TO HEAREvery thing that she had almost years ago and should have done ALREADY,0
Joe Biden previously said that black people are not black if they vote for Now Biden says anyone who votes for Trump are garbage Proof that Democrats treat Democracy and American voters with complete contempt,2
Agent of change Asked on the view would u have done anything different than Biden Her answer no WTF u talking about,2
Whos calling child protective services on the Biden Harris administration,1
intentionally misconstruing what Biden said in order to try to claim the moral high ground on the eve of the election And both the media and Democratic politicians are being forced to play along out of fear of angering or alienating MAGA cult members Unfortunately Bidens old,2
MAGA republicans amp P amp why the Heritage Foundation wants it implemented,1
If he actually said that hes wrong The current vice president is easily worse Biden was worse Gore was worse,2
There are A LOT of cowardly men out there who are voting for the HarrisBidenObamaBushClinton Administration,2
They think they can scare you They want to shut you up Just like this crazy administration and Kamala Harris THEY want to take away your st amendment and our st amendment Be like Trump FIGHT FIGHT FIGHT We stand behind you amp with you,1
Biden has the body of a yearold man and the mind of a yearold and they want to make a scandal about Trumps cholesterol level Go figure,2
Id like to dedicate this post to Joe Biden You made this moment possible with your wise words sir Perhaps youll be able to speak again soon after you get your foot out of your mouth Thank you,2
This has to be a parody account Biden has had dementia for years and you all have tried to cover that even though we all knew it We know cognitive decline when we see it and it is not Trump Kamala cant even speak She has the iq of a rock,2
Voting for someone who was never elected as the primary candidate and someone who wouldnt change a thing under Biden killed thousands of children over seas,2
DEIs GE One had no clue the constitution is written to restrict Government power not citizens rights Biden nominated and weak Senators,2
Jim Cramer is the Inverse Unicorn I have constructed this scientific diagram to show you why His horn grows on his butt Jim Cramer is Bearish on Donald Trump and Crypto right now confirmed We are truly destined for a Giant PUMP,2
Which translates to If Kamala Harris gets into office shell start a nuclear war,2
THIS IS HOW I SEE HARRIS BIDEN WALTZ CAMPAIGNED JUST EMPTY WORDS AND SPEECHES,2
Diggs just needs to put his MAGA hat on Hell feel better,1
Provide to the hurricane Helene victims in need first until the Biden Administration can provide,1
Mistah MuhGew says those maga women are used to wire hanger abortions,2
All completely true of Trump supporters man Non true of Kamala Biden or Hillary supporters man Only of those is an exact checklist of cult behavior,2
This is where Donald Trump is wrong The Thin Blue Line Gang would rather kill people than honor the Constitution The Supreme Court even stated they do not need to protect you,2
Agreed Hes most likely the guy to inherit most of the Maga vote,1
Ron DeSantis shut down CNBC host that accused him of politicizing Hurricane Milton DeSantis on Harris take a look What shes doing is shes trying to inject herself into this because of her political campaign,1
Musks PAC Hints at Vulgar Taunt Against Harris in Ad The ad from Elon Musks PAC begins Kamala Harris is a C Word,2
No interest in Biden cognitive testing but lets worry about the hardest working candidate in history and his health Riiiight,2
That would be the candidate you support Donald Trump,1
Kamala Harris speaks and moves like she doesnt know how to human,2
New video released of Kamala Harris Blackhawk helicopter destroying Hurricane Helene donations Another man who was there at the western North Carolina donation center captured and posted an additional angle of the helicopter sabotaging supplies,2
reasons why Kamala Harris closing argument may give her a win you are delusional if you think that harris is going to win the velection,2
There are no bodegas in Reading Come on PA cant wait to wipe their asses with Donald Trump Just stop,2
Kamala Harris Has Beer With Colbert on Late Show As If Its Not Scripted amp Reherashed and Still Cant Pull Off Being Relatable To The Ordinary HardWorking Average Americans Such a PHONY POS,2
Biden created a distraction from Lurch Breathe its ok,2
Sheeee is a FAKE SGES DISGUSTING SHE WAS SLITHERED IN BY THE FELLOW SNAKES KAMALA DOESNT DESERVE TO HE ANYWGERE NEAR THE WHITEHOUSE SHES A RACIST AND OUR COUNTRY DESERVES SAFETY AND LEADERSHIP BY DONALD TRUMP,0
Elon Musk is doing more for Humanity than Governments Trump and Elon will Make America Great Again The Matrix is Terrified,1
How Trump Treats Heroes vs Biden I cant imagine how Kamala would handle these sensitive situations God Forbid via DJT treats them with dignity and like a normal person asks how he is doing Melanias body language and facial expressions,1
Sinner Or more correctly a fake Christian A real Christian would not judge others by their physical appearance Thats why maga womens ugliness always eventually shows through,0
Why you trying to pull a Biden,2
Was this interview the RAGA Moment of Kamala Harris Hail good journalists,1
Donald Trump sure the fuck aint fit to be a dog catcher let alone the president,2
The Campaign said the comments do not reflect the feelings of Donald Trump amp the comedians bit was not vetted prior,1
Nohe was yet another conservative So they ignore it,1
Joe Biden and Kalama harris Timmy Walz is a Demon,0
Ron DeSantis radiates I HATE TO WORK I HATE YOU PEOPLE,2
One thing is clear with MAGA they do not understand the economic impact of their beliefs Get rid of migrant workers or pay higher field wages Higher prices coming Make America Healthy Again Higher prices on everything in your life More Tariffs Higher prices coming,2
President Trump to Kamala Harris Joe Biden You cant be president if you HATE the American people,2
Tell Donald Trump he can use my new American Anthem for his campaign,1
According to Joe Biden templated racist white thought youre not black,2
Election Interference With less than days until the election the BidenHarris DOJ is filing an unprecedented lawsuit against Virginia over removing noncitizens from voter rolls ahead of November election,1
Trump hasnt been in office for years This is the HarrisBiden America,2
Biden needs only look in the mirror to see garbage,2
Nope Obama was acting under the laws of war And Biden was fulfilling the withdrawal Trump had agreed to,1
Biden Sabotaging Kamala Harris Presidential Campaign after Being Forced to Drop ReElection Bid Pundits Say,2
Kamala Harris says Trumps comment on women is offensive to everybody Agreed,1
I just watched some thing on the Free Press that I found very interesting It was Catherine Herridge talking about H Bidens laptop She then spoke about an October type of training in Afghanistan by AlQaeda I think she would be great to have on your show,1
Btthead Biden needs to be real sure he never meets me in person,2
Donald Trump was flying out a porn star days after his wife gave birth but I have to hear about how hes such a better person than Kamala,2
Timing is everything Trump getting a lift in a garbage truck right after Bidens commentcant make this stuff up Looks like its time to clean up Washington and this ride is just the start,1
This is your reminder that a vote for Kamala Harris is a vote to send the orange piece of shit to prison tRump doesnt give a fuck about becoming President for any other reason than this days,2
Try and teach my kid about not to lie and he says back Donald Trump lies all the time Dad and nothing happens to him You see the work parents now have to put in,1
My friends take a look at this Kamala Harris is The Force One week to go and LOOK AT This Energy,1
Christian conservative Thats all we have to know here Laws dont apply,1
Lmao the dramatization is too much who is going to prevent you from telling your mother you love her Weve already had four years of a Trump presidency And then four years of a Biden presidency which led to one of the most thoroughly documented genocides of all time,2
Thats precisely why he wouldnt vote for this rotten Biden Harris administration who let Putin invade and seize of ukrainians land,2
Nope You are the problem I am a white woman and I see more vile posts about Harris from white maga women than anyone else You people have attacked more than this country for fucking years We are just now fighting back and you cant handle that,2
Love the MAGA fam,1
Just followed back all of my Maga beasties until my limit was reached so if youre following me and you didnt get a follow back let me know and when I can do it again I will,2
President Biden you are part of Nigerias problem,2
Biden A Low IQ shameless bigot all his political life Hobnobbing with the Grand Wizard numerous Supremacist Southern Democrat US Senators and famously described as wrong on foreign policy decisions Biden railed against racial jungles being allowed in America,2
Youre assuming Trump supporters love Biden supporters then Because that hatred can go both ways Ppl are saying its her fault the relationship is destroyed Im saying theres no way you can know not assume thats entirely her fault Which is still true btw Its a fact,1
lol all the while trying jail Donald Trump Projection is real,1
A third assassnation attempt on Trump was stopped by law enforcement outside of Trumps Southern California Rally The corrupt Democrats and DC Swamp are getting desperate Pray for Trumps protection,2
No she was at the time referring to PHYSICALLY BEING the last person in the room WITH BIDEN she made that very clear Being the deciding vote was not the meaning whatsoever ever,1
Trump hits Wisconsin in garbage truck in honor of Kamala and Joe Biden via,1
Im Going to disagree with you on this one The past four years BidenHarris consistently brings race into everything They and the Obamas continue to make race an issue and pit Americans against each other They have broken and divided the country Republican down the ticket,2
Thousands flock to see Donald Trump rally near Coachella Make America Great Again was the theme at the Indio fairgrounds Saturday Oct as thousands of Donald Trump fans waited in sweltering heat to attend the former presidents late afternoon ral,1
Degenerate democrats orchestrated j to cover up the stolen election of pedophile treasonous incestuous dementia patient joe Biden They should have used better writers and actors because they are still trying to cover up the crime,0
Chuckling this morning at this great story on encouraging gov investments in renewable energy About halfway thru one conservative Utah official get so twisted about government investment that he accidentally proposes a form of universal basic income,1
NYTs Peters BidenHarris Competency Edge Has Been Lost After Mismanagement of Afghanistan,1
Stinkfanik amp Cumer have more to worry about than Bidens comments on MAGA How about working on year old bills House Republicans accuse White House of releasing false transcript of Bidens garbage remarks Fox News,1
Mark Cuban despises everything about you So do most women things Donald Trump has said about women,2
Mike Shannon broke his social media abstinence to endorse Kamala Harris,1
Wow This sums up MAGA pretty succinctly Shitty meme with false information posted proudly amp defiantly Followed by oh what I posted wasnt true but it will be so Im still right amp will forge ahead with my dumb meme bc Im a very stable genius w a YUGE micro penis,0
OMG yall wake the duck up and help these people who are STILL without Our government the BIDENHARRIS administration has abandoned them yes BIDENHARRIS HARRIS HARRIS where are the athletes Hollywood elites worth billions Trump donated Elon donated democrats,2
Except for Joe Bidenwho doesnt,1
Biden economy is so bad everyone needs two jobs MacDonalds guy and now garbage picker,2
MAGA You can wake up without going Woke Ok,2
Trump being the GOP presidential nominee I voted for Harris last week Thats the first time Ive voted for a Democrat presidential candidate in my lifetime,1
She needs to be fired for election fraud We need honest elections and honest government officials MAGA NOW MAGA FOREVER TRUMP,2
Jake the Fake I thought you would have used this post to call out Joe Biden for calling of your constituents garbage,2
Donald Trumps campaign was very aware of all of the racist comments the alleged comedian was going to spew at Trumps Nazi rally,1
Because Joe Biden and most Democrats are raging racist pedophiles who believe black people arent black who dont vote for them and shower with their underaged daughter,0
Cuban can afford Kamala told the country for the last yrs Joe was sharp as a tack The last out of yrs this country was run by Obama amp Biden yrs under Trump no wars a secure border and a strong economy with low inflation,1
Biden has literally fallen on the ground multiple times lol,2
Hunter Biden laptop story knowingly censored by every major media platform which millions of people acknowledged they would have changed their vote Indisputable proof of a rigged election But nice try genius,2
Before I got kicked off Twitter by Jacks jokers I was warning Black Americans if they voted for Biden illegals would get benefits amp resources that would be snatched from American citizens I live in South Texas amp I could see what was coming Sorry they had to suffer to wake,0
Where is your proof Or is it only in the conspiracy blogosphere There IS proof of the phone call Trump made to Zelenskyy about giving him the weapons that were already approved by Congress in exchange for dirt on Biden,2
Donald Trump is one sick h MF,2
This is the lefts logic Abortion rights but its ok to have men playing in womens sports Donald Trump never worked for McDonalds but Harris did with not one person or W too prove it The border is secure but we left in over million illegals the last years,0
You were part of the all is well with Biden operation until they told you to flip to support the coup but likely knew the entire time that he had truly gone fishing,1
This is the sticky wicket that prevents the left from removing Biden health issue tomorrow and advancing Kamala one more step Or maybe it makes sense to make that move and install someone other than her to muck up the machine In either case you remain nabob exceptional,2
There are only people watching speech on President Bidens YouTube channel,1
VIRAL MOMENT President Biden Jokingly Bites Baby At White House Hallo via Kamala Harris Approve This,2
Donald Trump is correctour system is being corroded from within School Superintendents Teachers dictionaries politicians that have brain washed by the left are now the ruling class Sadtrue,2
This is the level of delusion Ill never understand about MAGA TRUMP was his client They were partners,2
Wow Again where tf are the people that spent days and weeks on end hitting Biden for every little gaffe So tired of the bs,2
Have you ever really listened to Donald Trump speak Does your head being up his ass muffle it too much,0
According to Biden yes,1
The choice November th couldnt be clearer Dictatorship or Democracy OK so vote for VP Kamala Harris and Tim Walz for POTUS and VP of America OK,1
Thats how they prevent attendees from leaving early Kamala Harris wont do that to you Shes a decent human being,1
Jon Stewart defends Tony Hinchcliffe after controversial Donald Trump rally To be fair the guys just really doing what he does People need to stop supporting Tony and his mouth,2
